experiment_type,dataset,origin_size,column_number,scale,scale_size,support,confidence,inc_type,inc_ratio,base_size,update_size,counter_sketch_w,counter_sketch_h,machines,inc_rule_number,inc_recall,inc_f1,inc_tp,inc_fp,inc_fn,inc_tn,inc_memory_mb,inc_time_s,inc_filtering_time_s,inc_revisit_time_s,inc_expansion_time_s,inc_aff_calculate_time_s,counter_sketch_error_bound,counter_sketch_failure_probability,batch_time_s,batch_rule_number,batch_memory_mb,rule_lhs_max_size,inc_model_retrain_time_s,inc_decision_tree_time_s
SUPPORT,/pv32/incremental-rule-discovery/datasets/inspection_ml.csv,220940,17,1,220940,48814,0.8,add,0.01,154657,2210,262144,20,5.0,63,0.9841269841269841,0.9841269841269841,62,1,1,0,2947.583351135254,8.450665427,0.04649816,0.003986737,5.446e-06,3.831617759,211823310.6900828,1.0512710963760241,11.479675941,63,2728.377296447754,20,0.071605182,92.199471201
SUPPORT,/pv32/incremental-rule-discovery/datasets/inspection_ml.csv,220940,17,1,220940,488144,0.8,add,0.01,154657,2210,262144,20,5.0,61,1.0,1.0,61,0,0,0,2822.907600402832,8.285060681,0.046533169,0.005348292,5.351e-06,1.476427959,211823310.69008282,1.0512710963760241,10.363064867,61,2803.536102294922,20,0.08911175,92.366987053
SUPPORT,/pv32/incremental-rule-discovery/datasets/inspection_ml.csv,220940,17,1,220940,4881448,0.8,add,0.01,154657,2210,262144,20,5.0,50,1.0,1.0,50,0,0,0,2654.7075805664062,6.403949348,0.047753757,0.000557133,5.303e-06,0.987863,211823310.69008273,1.0512710963760241,8.998016995,50,2828.4167251586914,20,0.084220885,68.102928338
SUPPORT,/pv32/incremental-rule-discovery/datasets/inspection_ml.csv,220940,17,1,220940,48814483,0.8,add,0.01,154657,2210,262144,20,5.0,14,1.0,1.0,14,0,0,0,1793.3598098754883,3.521623112,0.046179262,0.002506952,2.367e-06,0.400613252,211823310.69008288,1.0512710963760241,8.280345135,14,2865.7949295043945,20,0.085467438,19.177516718
SUPPORT,/pv32/incremental-rule-discovery/datasets/inspection_ml.csv,220940,17,1,220940,488144836,0.8,add,0.01,154657,2210,262144,20,5.0,14,1.0,1.0,14,0,0,0,1766.2793350219727,3.379681939,0.045299597,0.000261091,2.841e-06,0.225741804,211823310.6900828,1.0512710963760241,8.713386290999999,14,2831.17391204834,20,0.078776533,18.400124371
CONFIDENCE,/pv32/incremental-rule-discovery/datasets/inspection_ml.csv,220940,17,1,220940,48814,0.7,add,0.01,154657,2210,262144,20,5.0,66,0.9848484848484849,0.9848484848484849,65,1,1,0,2980.7504501342773,8.226333083,0.04772678,0.0013716,6.378e-06,1.558075514,184525448.21214277,1.0512710963760241,11.154218333,66,2929.4017791748047,20,0.069707299,89.147073335
CONFIDENCE,/pv32/incremental-rule-discovery/datasets/inspection_ml.csv,220940,17,1,220940,48814,0.8,add,0.01,154657,2210,262144,20,5.0,63,0.9682539682539683,0.9682539682539683,61,2,2,0,3030.518211364746,8.196838749,0.048299038,0.002072285,5.783e-06,1.573445674,211823310.69008288,1.0512710963760241,11.202373128,63,2743.7241821289062,20,0.071087812,90.259410774
CONFIDENCE,/pv32/incremental-rule-discovery/datasets/inspection_ml.csv,220940,17,1,220940,48814,0.9,add,0.01,154657,2210,262144,20,5.0,52,0.9615384615384616,0.9615384615384616,50,2,2,0,2989.396156311035,8.466743953,0.049379225,0.001491612,9.691e-06,1.854715971,240002888.25183758,1.0512710963760241,11.282362428,52,2714.466407775879,20,0.086318869,95.512646099
CONFIDENCE,/pv32/incremental-rule-discovery/datasets/inspection_ml.csv,220940,17,1,220940,48814,0.95,add,0.01,154657,2210,262144,20,5.0,47,0.9574468085106383,0.9574468085106385,45,2,2,0,2802.1955947875977,8.459402723,0.05000765,0.0037509,6.168e-06,2.065302431,254332107.96490175,1.0512710963760241,11.271453228,47,2847.5063095092773,20,0.068006019,95.273440524
