panel,slot,x,variant,round,inc_runtime_s,batch_runtime_s,batch_step0_runtime_s,breakdown_F_s,breakdown_S_s,breakdown_E_s,breakdown_R_s,breakdown_C_s,sk_mb,recall_plus,aff_join_s,aff_relabel_s,aff_total,add_pct,dataset,add_count,aff_common,aff_new,base_size,batch_align_runtime_s,batch_model_name,batch_peak_mem_mb,batch_rules,batch_search_runtime_s,batch_search_supp_nodes,batch_step1_runtime_s,batch_supp_nodes,batch_timing_contract,batch_train_runtime_s,batch_train_supp_nodes,dataset_ratio,del_count,fn,fp,gt_invalid_rules,gt_new_rules,inc_dequeue_n,inc_enqueue_n,inc_search_nodes,inc_train_canonical_rules,inc_train_raw_rules,lattice_samples,mcorr_diff_enqueued,mcorr_diff_raw,mcorr_diff_size,mcorr_enter_mode,mcorr_enter_threshold,mcorr_inc_cand,mcorr_inc_score_pos,mcorr_params,mcorr_predict_calls,mcorr_step1_cand,mcorr_step1_score_pos,mcorr_succ_generated,mcorr_succ_kept,mcorr_succ_pruned,minsup,minsup_base,new_rules,new_size,paper_mcorr,peak_mem_mb,pred_topk,pruned_rules,recall,recall_minus,remine_train_canonical_rules,remine_train_raw_rules,rules,s0_seeds,sample_count,sample_l8_13_ran,sample_l8_13_rhs,sample_replay_s,sample_replay_visits,sample_size,search_per_node_s,search_s,sigma,single_pred_seeds,sk_exact,sk_intersect,sk_probes,sk_skip,step2_s,step2_verified_n,t9_ml_noskip,t9_ml_seed,total_runtime_s,tp,train_action,train_alignment,train_class_neg,train_class_pos,train_key_sha256,train_label_sha256,update_type,verified,visit_mid_nodes,visit_rule_nodes,workers,batch_plot_s,inc_over_batch_plot,sweep,source_kind,csv_path,exported_at
l,d0.4,0.4,nocs,0,26.919525926,128.747684786,65.258752034,0.123355219,4.6723843579999995,0.0,6.280775566,0.152579456,10.48576,1,,0.058321536,,,,7362.0,,,515520.0,6.078783254,batch-cold-round-0,1898.3753356933594,227.0,28.386175825000002,2561.0,29.023943866000003,23196.0,cold-step0-step1-aff-mine,100.361504109,20635.0,0.4,7362.0,0.0,0.0,0.0,0.0,0,0,28124.0,,,2187.0,0.0,0.0,0.0,enforce,0.85,182140.0,61124.0,5377,4082,31138.0,11091.0,88512,20336,68176,135,135,284.0,515520.0,True,593.0884170532227,0,2317.0,1,1,,,141,0,2187.0,1,16,0.455834853,8740,736460.0,5.215501750572082e-05,0.455834853,1e-06,0,5131,8740,5131,0,0.014185724,141,False,False,28.326076755,227.0,,,,,,,mix,141,27840.0,284.0,20,128.747684786,0.20908745637441725,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.4/results.csv,2026-09-11T11:22:02
l,d0.4,0.4,pincminer,0,9.282607929,128.747684786,65.258752034,0.104721994,2.400099207,0.0,5.810884436,0.191884006,10.48576,1,,0.045748101,,,,7362.0,,,515520.0,6.078783254,batch-cold-round-0,1898.3753356933594,227.0,28.386175825000002,2561.0,29.023943866000003,23196.0,cold-step0-step1-aff-mine,100.361504109,20635.0,0.4,7362.0,0.0,0.0,0.0,0.0,0,0,28124.0,2544.0,2544.0,2187.0,0.0,0.0,0.0,enforce,0.85,182140.0,61124.0,5377,4082,31138.0,11091.0,88512,20336,68176,135,135,286.0,515520.0,True,393.4043960571289,0,2317.0,1,1,2544.0,2544.0,141,0,2187.0,1,16,0.064556396,8740,736460.0,7.38631533180778e-06,0.064556396,1e-06,0,450,8740,5141,4691,0.009857713,141,False,False,10.44453312,227.0,clone,match,1269,227.0,11ba298b65e2e35d6d0a410b226be607fe8c98b34a698e8b2736df47044e9d63,950d0d5971a19b4e3bccaab67af728435e23fcb85cee83a89f99f933ece6cea1,mix,141,27838.0,286.0,20,128.747684786,0.07209922216798875,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.4/results.csv,2026-09-11T11:22:02
l,d0.4,0.4,staticcorr,0,8.127434538000001,128.747684786,65.258752034,0.115027891,7.103729248,0.0,0.0,0.157394272,10.48576,1,,0,,,,7362.0,,,515520.0,6.078783254,batch-cold-round-0,1898.3753356933594,227.0,28.386175825000002,2561.0,29.023943866000003,23196.0,cold-step0-step1-aff-mine,100.361504109,20635.0,0.4,7362.0,0.0,0.0,0.0,0.0,0,0,28124.0,,,2187.0,0.0,0.0,0.0,enforce,0.85,182140.0,61124.0,5377,4082,31138.0,11091.0,88512,20336,68176,135,135,298.0,515520.0,True,325.1746826171875,0,2317.0,1,1,,,141,0,2187.0,1,16,0.058527325,8740,736460.0,6.696490274599542e-06,0.058527325,1e-06,0,462,8740,5153,4691,0.009027845,141,False,False,9.265614776,227.0,,,,,,,mix,141,27826.0,298.0,20,128.747684786,0.06312684031180169,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.4/results.csv,2026-09-11T11:22:02
l,d0.6,0.6,naive,0,102.678407007,147.940441075,76.540839708,0.19819572,0.0,38.452543569,10.604060531,0.41729167,10.48576,1,,0.47671929,,,,11044.0,,,773282.0,9.595722497,batch-cold-round-0,2172.7021560668945,227.0,29.778871037,2562.0,32.024976705,23197.0,cold-step0-step1-aff-mine,118.16156579599999,20635.0,0.6,11044.0,0.0,1.0,0.0,0.0,124932,124932,220569.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,862,31138.0,11091.0,124308,124308,0,305,305,3395.0,773282.0,True,1013.9041976928711,0,2317.0,1,1,,,2911,0,0.0,0,0,0,0,1104691.0,8.504710109499568e-05,10.625104434,1e-06,624,0,0,0,0,0.019009635,141,False,False,103.93163577600001,227.0,,,,,,,mix,141,217175.0,3394.0,20,147.940441075,0.6940523244414696,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.6/results.csv,2026-09-11T11:22:02
l,d0.6,0.6,noaux,0,75.67295636200001,147.940441075,76.540839708,0.165597344,0.0,26.99436086,9.563032672,0.30579090000000003,10.48576,1,,0.07623954,,,,11044.0,,,773282.0,9.595722497,batch-cold-round-0,2172.7021560668945,227.0,29.778871037,2562.0,32.024976705,23197.0,cold-step0-step1-aff-mine,118.16156579599999,20635.0,0.6,11044.0,0.0,1.0,0.0,0.0,124932,124932,220569.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,862,31138.0,11091.0,124308,124308,0,305,305,3396.0,773282.0,True,872.9875183105469,0,2317.0,1,1,,,2911,0,0.0,0,0,0,0,1104691.0,4.981733922453815e-05,6.223779824,1e-06,624,0,0,0,0,0.017548614,141,False,False,76.717285125,227.0,,,,,,,mix,141,217175.0,3394.0,20,147.940441075,0.5115096035413116,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.6/results.csv,2026-09-11T11:22:02
l,d0.6,0.6,nocs,0,36.095380563,147.940441075,76.540839708,0.163481579,7.819552195,0.0,8.708270742,0.213494396,10.48576,1,,0.068645254,,,,11044.0,,,773282.0,9.595722497,batch-cold-round-0,2172.7021560668945,227.0,29.778871037,2562.0,32.024976705,23197.0,cold-step0-step1-aff-mine,118.16156579599999,20635.0,0.6,11044.0,0.0,1.0,0.0,0.0,0,0,28124.0,,,2187.0,0.0,0.0,0.0,enforce,0.85,182140.0,61124.0,5377,4082,31138.0,11091.0,88512,20336,68176,305,305,295.0,773282.0,True,602.125602722168,0,2317.0,1,1,,,142,0,2187.0,1,16,0.497022963,8740,1104691.0,5.686761590389016e-05,0.497022963,1e-06,0,5137,8740,5137,0,0.014096335,141,False,False,37.66317713,227.0,,,,,,,mix,141,27830.0,294.0,20,147.940441075,0.2439858925707884,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.6/results.csv,2026-09-11T11:22:02
l,d0.6,0.6,pincminer,0,13.855257843,147.940441075,76.540839708,0.150591328,3.796976334,0.0,8.692231457,0.156618044,10.48576,1,,0.068935275,,,,11044.0,,,773282.0,9.595722497,batch-cold-round-0,2172.7021560668945,227.0,29.778871037,2562.0,32.024976705,23197.0,cold-step0-step1-aff-mine,118.16156579599999,20635.0,0.6,11044.0,0.0,0.0,0.0,0.0,0,0,28124.0,2544.0,2544.0,2187.0,0.0,0.0,0.0,enforce,0.85,182140.0,61124.0,5377,4082,31138.0,11091.0,88512,20336,68176,305,305,310.0,773282.0,True,223.45069885253906,0,2317.0,1,1,2544.0,2544.0,141,0,2187.0,1,16,0.0604521,8740,1104691.0,6.916716247139588e-06,0.0604521,1e-06,0,443,8740,5134,4691,0.016261332,141,False,False,15.050430648999999,227.0,clone,match,1269,227.0,11ba298b65e2e35d6d0a410b226be607fe8c98b34a698e8b2736df47044e9d63,8f9b5657feb23e891231e8b7c2d6a0667ec88b3517a448028624e4fa142c9f42,mix,141,27814.0,310.0,20,147.940441075,0.09365429589314209,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.6/results.csv,2026-09-11T11:22:02
l,d0.6,0.6,staticcorr,0,12.487883024,147.940441075,76.540839708,0.16504329899999998,11.131668623,0.0,0.0,0.167942159,10.48576,1,,0,,,,11044.0,,,773282.0,9.595722497,batch-cold-round-0,2172.7021560668945,227.0,29.778871037,2562.0,32.024976705,23197.0,cold-step0-step1-aff-mine,118.16156579599999,20635.0,0.6,11044.0,0.0,1.0,0.0,0.0,0,0,28124.0,,,2187.0,0.0,0.0,0.0,enforce,0.85,182140.0,61124.0,5377,4082,31138.0,11091.0,88512,20336,68176,305,305,345.0,773282.0,True,455.5246353149414,0,2317.0,1,1,,,142,0,2187.0,1,16,0.080399045,8740,1104691.0,9.198975400457666e-06,0.080399045,1e-06,0,449,8740,5140,4691,0.014997625,141,False,False,13.654328009,227.0,,,,,,,mix,141,27781.0,343.0,20,147.940441075,0.08441155733521934,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.6/results.csv,2026-09-11T11:22:02
l,d0.8,0.8,naive,0,170.33200138499998,206.71063222,107.558558027,0.268534959,0.0,64.100462378,14.296775525,0.829294993,10.48576,1,,0.726342209,,,,14726.0,,,1031044.0,13.033812922,batch-cold-round-0,1962.5658416748047,228.0,41.691288306,2182.0,44.426926947,22786.0,cold-step0-step1-aff-mine,165.019332932,20604.0,0.8,14726.0,0.0,1.0,1.0,0.0,124927,124927,220218.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,873,31410.0,11167.0,124303,124303,0,542,542,3396.0,1031044.0,True,1189.6646270751953,0,2323.0,1,1,,,2912,0,0.0,0,0,0,0,1472922.0,0.00016962391956102364,21.190607399,1e-06,624,0,0,0,0,0.020843078,143,False,False,171.83920279,228.0,,,,,,,mix,143,216823.0,3395.0,20,206.71063222,0.8240118060483574,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.8/results.csv,2026-09-11T11:22:02
l,d0.8,0.8,noaux,0,129.523399395,206.71063222,107.558558027,0.27404802,0.0,57.840026056,12.82097463,0.573631068,10.48576,1,,0.095655111,,,,14726.0,,,1031044.0,13.033812922,batch-cold-round-0,1962.5658416748047,228.0,41.691288306,2182.0,44.426926947,22786.0,cold-step0-step1-aff-mine,165.019332932,20604.0,0.8,14726.0,0.0,1.0,1.0,0.0,124927,124927,220218.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,873,31410.0,11167.0,124303,124303,0,542,542,3396.0,1031044.0,True,1270.5325393676758,0,2323.0,1,1,,,2912,0,0.0,0,0,0,0,1472922.0,0.0001078438886229558,13.472613474,1e-06,624,0,0,0,0,0.017926886,143,False,False,130.865581526,228.0,,,,,,,mix,143,216823.0,3395.0,20,206.71063222,0.6265928269095978,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.8/results.csv,2026-09-11T11:22:02
l,d0.8,0.8,nocs,0,45.96857424,206.71063222,107.558558027,0.23945335,9.139725989,2.0681e-05,12.522617752,0.23706628800000001,10.48576,1,,0.108690531,,,,14726.0,,,1031044.0,13.033812922,batch-cold-round-0,1962.5658416748047,228.0,41.691288306,2182.0,44.426926947,22786.0,cold-step0-step1-aff-mine,165.019332932,20604.0,0.8,14726.0,0.0,1.0,1.0,0.0,1,1,23372.0,,,2174.0,1.0,13.0,4.0,enforce,0.85,182136.0,55607.0,5377,4107,31410.0,11167.0,89550,15783,73767,542,542,304.0,1031044.0,True,786.4910430908203,0,2323.0,1,1,,,143,0,2174.0,1,16,0.22613841,4470,1472922.0,5.059487494407159e-05,0.226159091,1e-06,0,1355,4470,1355,0,0.016359319,143,False,False,47.753633436,228.0,,,,,,,mix,143,23070.0,303.0,20,206.71063222,0.2223812764070893,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.8/results.csv,2026-09-11T11:22:02
l,d0.8,0.8,pincminer,0,18.754573801,206.71063222,107.558558027,0.275268069,4.78624901,1.6192e-05,12.195473842,0.18722287699999998,10.48576,1,,0.129194155,,,,14726.0,,,1031044.0,13.033812922,batch-cold-round-0,1962.5658416748047,228.0,41.691288306,2182.0,44.426926947,22786.0,cold-step0-step1-aff-mine,165.019332932,20604.0,0.8,14726.0,0.0,1.0,1.0,0.0,1,1,23372.0,2552.0,2552.0,2174.0,1.0,13.0,4.0,enforce,0.85,182136.0,55607.0,5377,4107,31410.0,11167.0,89550,15783,73767,542,542,326.0,1031044.0,True,362.4485321044922,0,2323.0,1,1,2552.0,2552.0,143,0,2174.0,1,16,0.019252454,4470,1472922.0,4.310659060402685e-06,0.019268646,1e-06,0,216,4470,1392,1176,0.02155085,143,False,False,20.386327951,228.0,fine-tune,match,1277,228.0,329e50daac47fb2020cc2bbc305cfcf01cd9ad6017c8caf21a97fa89a5e53dc2,e68eb9667affb4610722bfb4bf0a4624ff01e498b1ce15535ec2d29338419578,mix,143,23048.0,325.0,20,206.71063222,0.09072863644981599,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.8/results.csv,2026-09-11T11:22:02
l,d0.8,0.8,staticcorr,0,16.708479024,206.71063222,107.558558027,0.26885694,14.668398138,0.0,0.0,0.37573948399999996,10.48576,1,,0,,,,14726.0,,,1031044.0,13.033812922,batch-cold-round-0,1962.5658416748047,228.0,41.691288306,2182.0,44.426926947,22786.0,cold-step0-step1-aff-mine,165.019332932,20604.0,0.8,14726.0,0.0,1.0,1.0,0.0,0,0,27946.0,,,2174.0,0.0,0.0,0.0,enforce,0.85,182136.0,60784.0,5377,4107,31410.0,11167.0,89550,20960,68590,542,542,320.0,1031044.0,True,497.70140075683594,0,2323.0,1,1,,,143,0,2174.0,1,16,0.180436855,9044,1472922.0,1.9951001216275984e-05,0.180436855,1e-06,0,564,9044,5387,4823,0.017365998,143,False,False,18.186126762,228.0,,,,,,,mix,143,27627.0,319.0,20,206.71063222,0.0808302835928504,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d0.8/results.csv,2026-09-11T11:22:02
l,d1.0,1.0,naive,0,197.526593189,229.53204495300002,130.254723459,0.378659149,0.0,72.823264717,18.254983202,0.788119841,10.48576,1,,0.989548805,,,,18410.0,,,1288807.0,16.202748414,batch-cold-round-0,2084.5897521972656,228.0,41.441156626,2211.0,41.633380397,22809.0,cold-step0-step1-aff-mine,188.090881583,20598.0,1.0,18408.0,0.0,0.0,0.0,1.0,124932,124932,220223.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,862,31187.0,11112.0,124308,124308,0,847,847,3395.0,1288809.0,True,1373.5593643188477,0,2320.0,1,1,,,2911,0,0.0,0,0,0,0,1841155.0,0.00016269896200332983,20.326306721,1e-06,624,0,0,0,0,0.025050368,140,False,False,199.041249429,227.0,,,,,,,mix,140,216829.0,3394.0,20,229.53204495300002,0.860562163463696,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d1.0/results.csv,2026-09-11T11:22:02
l,d1.0,1.0,noaux,0,153.160481079,229.53204495300002,130.254723459,0.39651671899999996,0.0,61.284255648000006,16.789925682,0.736831578,10.48576,1,,0.174090602,,,,18410.0,,,1288807.0,16.202748414,batch-cold-round-0,2084.5897521972656,228.0,41.441156626,2211.0,41.633380397,22809.0,cold-step0-step1-aff-mine,188.090881583,20598.0,1.0,18408.0,0.0,0.0,0.0,1.0,124932,124932,220223.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,862,31187.0,11112.0,124308,124308,0,847,847,3395.0,1288809.0,True,1358.3517684936523,0,2320.0,1,1,,,2911,0,0.0,0,0,0,0,1841155.0,0.00010887648466365703,13.602156982,1e-06,624,0,0,0,0,0.01929012,140,False,False,154.72725743,227.0,,,,,,,mix,140,216829.0,3394.0,20,229.53204495300002,0.6672727597158026,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d1.0/results.csv,2026-09-11T11:22:02
l,d1.0,1.0,nocs,0,52.883999640000006,229.53204495300002,130.254723459,0.31097905400000003,9.226866724999999,1.705e-05,15.459892773999998,0.256665913,10.48576,1,,0.120058939,,,,18410.0,,,1288807.0,16.202748414,batch-cold-round-0,2084.5897521972656,228.0,41.441156626,2211.0,41.633380397,22809.0,cold-step0-step1-aff-mine,188.090881583,20598.0,1.0,18408.0,0.0,0.0,0.0,1.0,1,1,23645.0,,,2171.0,1.0,36.0,15.0,enforce,0.85,181182.0,55738.0,5377,4090,31187.0,11112.0,88596,15914,72682,847,847,278.0,1288809.0,True,886.6409149169922,0,2320.0,1,1,,,141,0,2171.0,1,16,0.339192941,4743,1841155.0,7.15180246679317e-05,0.33920999100000004,1e-06,0,1600,4743,1600,0,0.018609549,140,False,False,54.594061824,227.0,,,,,,,mix,140,23368.0,278.0,20,229.53204495300002,0.23039920047254736,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d1.0/results.csv,2026-09-11T11:22:02
l,d1.0,1.0,pincminer,0,24.301273849,229.53204495300002,130.254723459,0.34326127,6.758322077,2.0019e-05,15.46014132,0.199207162,10.48576,1,,0.180888365,,,,18410.0,,,1288807.0,16.202748414,batch-cold-round-0,2084.5897521972656,228.0,41.441156626,2211.0,41.633380397,22809.0,cold-step0-step1-aff-mine,188.090881583,20598.0,1.0,18408.0,0.0,0.0,0.0,1.0,1,1,23645.0,2546.0,2546.0,2171.0,1.0,36.0,15.0,enforce,0.85,181182.0,55738.0,5377,4090,31187.0,11112.0,88596,15914,72682,847,847,346.0,1288809.0,True,346.14379119873047,0,2320.0,1,1,2546.0,2546.0,141,0,2171.0,1,16,0.041895745,4743,1841155.0,8.837394897744044e-06,0.041915764,1e-06,0,234,4743,1607,1373,0.019372163,140,False,False,26.178380619000002,227.0,fine-tune,match,1269,227.0,4e704347e717c4599a7c37af933beb9b922bfedbf1deeb8e74d27a279a7c7881,ab05a7ab0566b3f8d7c4ea9e4516b21103bd7dec0d379e0200f441be0fcc8b9e,mix,140,23300.0,346.0,20,229.53204495300002,0.1058731204785634,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d1.0/results.csv,2026-09-11T11:22:02
l,d1.0,1.0,staticcorr,0,23.208292754,229.53204495300002,130.254723459,0.358959423,21.153443099,0.0,0.0,0.246340317,10.48576,1,,0,,,,18410.0,,,1288807.0,16.202748414,batch-cold-round-0,2084.5897521972656,228.0,41.441156626,2211.0,41.633380397,22809.0,cold-step0-step1-aff-mine,188.090881583,20598.0,1.0,18408.0,0.0,0.0,0.0,1.0,0,0,27812.0,,,2171.0,0.0,0.0,0.0,enforce,0.85,181182.0,60512.0,5377,4090,31187.0,11112.0,88596,20688,67908,847,847,310.0,1288809.0,True,561.8994674682617,0,2320.0,1,1,,,142,0,2171.0,1,16,0.177064103,8910,1841155.0,1.9872514365881033e-05,0.177064103,1e-06,0,446,8910,5276,4830,0.016841788,140,False,False,24.781036128,227.0,,,,,,,mix,140,27503.0,309.0,20,229.53204495300002,0.10111134050477452,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/l_dblp_dsize/d1.0/results.csv,2026-09-11T11:22:02
m,add1,1,pincminer,,148.81517464,,,4.721082367,,,,,,,19.602102374,0.004067797,2905002326460,1,ncvoter_ml40,16817,138688243244,2766314083216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5_mcorr_v264,locked,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v264/m_aff,2026-09-11T11:22:02
m,add5,5,pincminer,,161.304293393,,,5.703476163,,,,,,,70.903810412,0.006047244,10548625526087,5,ncvoter_ml40,84081,3493227037153,7055398488934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5_mcorr_v264,locked,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v264/m_aff,2026-09-11T11:22:02
m,add15,15,pincminer,,111.644883456,,,6.67793929,,,,,,,184.866326606,0.009278676,34806884410077,15,ncvoter_ml40,252243,31898171024901,2908713385176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5_mcorr_v264,locked,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v264/m_aff,2026-09-11T11:22:02
m,add20,20,pincminer,,23.776452462,,,8.096070753,,,,,,,266.117027205,0.016196009,57381101309993,20,ncvoter_ml40,336324,57381101309993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5_mcorr_v264,locked,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v264/m_aff,2026-09-11T11:22:02
m,add30,30,pincminer,,143.952785988,,,9.787665473,,,,,,,342.791195941,0.005249257,132987352439188,30,ncvoter_ml40,504485,127452810046304,5534542392884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5_mcorr_v264,locked,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v264/m_aff,2026-09-11T11:22:02
n,p20,20,pincminer,0,12.392046165,42.506262645,21.97588844,0.516321687,1.75279747,0,3.405862813,3.024056519,10.48576,1,,3.268364566,,,,16816,,,1177131,8.680080536,batch-cold-round-0,23818.186653137207,47,6.042647194,408,5.807638322,2373,cold-step0-step1-aff-mine,36.463614404,1965,1,16816,0,8,0,0,0,0,1629,397,397,341,0,0,0,enforce,0.85,14058,4214,2817,1402,2417,644,14058,4214,9844,1385637,1385637,163,1177131,True,6181.818649291992,0,351,1,1,397,397,60,0,341,1,12,1.75279747,1629,1681616,0.0010759959914057704,1.75279747,1e-06,0,173,1629,1303,1130,0.516321687,46,False,False,13.854792847,46,clone,match,307,46,a7e4bfbfcdf472e6751553583b9ab84cffa48efc98c6f40fafb3c98878bc2d45,35b902c01af21d6f55ea8d666276d790e9714cdac1d5f75f48ccac67fb94450c,mix,46,1475,154,20,42.506262645,0.29153459734850795,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/n_ncvoter_p0/ncvoter_ml20/p20/results.csv,2026-09-11T11:22:02
n,p20,20,nocs,0,20.85799937,42.506262645,21.97588844,0.53765627,1.607518066,0,3.271900408,8.399227546,10.48576,1,,3.158273939,,,,16816,,,1177131,8.680080536,batch-cold-round-0,23818.186653137207,47,6.042647194,408,5.807638322,2373,cold-step0-step1-aff-mine,36.463614404,1965,1,16816,0,8,0,0,0,0,1629,,,341,0,0,0,enforce,0.85,14058,4214,2817,1402,2417,644,14058,4214,9844,1385637,1385637,148,1177131,True,10098.045097351074,0,351,1,1,,,58,0,341,1,12,1.607518066,1629,1681616,0.0009868128090853284,1.607518066,1e-06,0,1280,1629,1280,0,0.53765627,46,False,False,22.176951426,46,,,,,,,mix,46,1498,131,20,42.506262645,0.49070414739117324,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/n_ncvoter_p0/ncvoter_ml20/p20/results.csv,2026-09-11T11:22:02
n,p20,20,noaux,0,41.109358486,42.506262645,21.97588844,0.552467425,0,8.447062348,3.345670691,10.319496532,10.48576,1,,3.177099634,,,,16816,,,1177131,8.680080536,batch-cold-round-0,23818.186653137207,47,6.042647194,408,5.807638322,2373,cold-step0-step1-aff-mine,36.463614404,1965,1,16816,0,8,0,0,8848,8848,8848,,,0,0,0,0,enforce,0.85,0,0,2817,310,2417,644,8620,8620,0,1385637,1385637,482,1177131,True,19298.7091217041,0,351,1,1,,,473,0,0,0,0,0,0,1681616,0.0009546860700723326,8.447062348,1e-06,228,0,0,0,0,0.552467425,46,False,False,41.87150874,46,,,,,,,mix,46,8383,465,20,42.506262645,0.967136509491165,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/n_ncvoter_p0/ncvoter_ml20/p20/results.csv,2026-09-11T11:22:02
n,p20,20,naive,0,104.889063752,55.796762574,33.419324559,0.774664047,0,25.723370334,15.036141062,15.243628625,10.48576,1,,14.899306942,,,,16816,,,1177131,5.600329207,batch-cold-round-0,28805.87166595459,47,8.330003234,408,8.447099187,2373,cold-step0-step1-aff-mine,47.466757884,1965,1,16816,0,11,0,0,11262,11262,11262,,,0,0,0,0,enforce,0.85,0,0,2817,310,2417,644,10994,10994,0,1385637,1385637,486,1177131,True,17582.981338500977,0,351,1,1,,,476,0,0,0,0,0,0,1681616,0.0022840854496537027,25.723370334,1e-06,268,0,0,0,0,0.774664047,48,False,False,107.077628033,46,,,,,,,mix,48,10797,465,20,55.796762574,1.8798413906701439,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/n_ncvoter_p0/ncvoter_ml20/p20/results.csv,2026-09-11T11:22:02
