add_count,aff_relabel_s,base_size,batch_align_runtime_s,batch_model_name,batch_peak_mem_mb,batch_rules,batch_runtime_s,batch_search_runtime_s,batch_search_supp_nodes,batch_step0_runtime_s,batch_step1_runtime_s,batch_supp_nodes,batch_timing_contract,batch_train_runtime_s,batch_train_supp_nodes,breakdown_C_s,breakdown_E_s,breakdown_F_s,breakdown_R_s,breakdown_S_s,dataset_ratio,del_count,fn,fp,gt_invalid_rules,gt_new_rules,inc_dequeue_n,inc_enqueue_n,inc_runtime_s,inc_search_nodes,inc_train_canonical_rules,inc_train_raw_rules,lattice_samples,mcorr_diff_enqueued,mcorr_diff_raw,mcorr_diff_size,mcorr_enter_mode,mcorr_enter_threshold,mcorr_inc_cand,mcorr_inc_score_pos,mcorr_params,mcorr_predict_calls,mcorr_step1_cand,mcorr_step1_score_pos,mcorr_succ_generated,mcorr_succ_kept,mcorr_succ_pruned,minsup,minsup_base,new_rules,new_size,paper_mcorr,peak_mem_mb,pred_topk,pruned_rules,recall,recall_minus,recall_plus,remine_train_canonical_rules,remine_train_raw_rules,round,rules,s0_seeds,sample_count,sample_l8_13_ran,sample_l8_13_rhs,sample_replay_s,sample_replay_visits,sample_size,search_per_node_s,search_s,sigma,single_pred_seeds,sk_exact,sk_intersect,sk_mb,sk_probes,sk_skip,sketch_seed,step2_s,step2_verified_n,t9_ml_noskip,t9_ml_seed,total_runtime_s,tp,train_action,train_alignment,train_class_neg,train_class_pos,train_key_sha256,train_label_sha256,update_type,variant,verified,visit_mid_nodes,visit_rule_nodes,workers
504485,0.003055831,1177131,17.06225539,batch-cold-round-0,37483.195404052734,81,200.420422243,34.011158943,1213,126.682018395,22.664977853,8749,cold-step0-step1-aff-mine,166.409261748,7536,67.972240296,2.746581124,17.510232024,0.317208729,12.68512003,1,0,0,0,0,0,2186,10613,95.83801095,1233,1201,1201,1094,0,0,0,enforce,0.85,112610,53273,5377,5343,18221,6411,112610,53273,59337,2827832,1385637,80,1681616,True,26946.020797729492,0,1121,1,1,1,1201,1201,0,80,0,1094,1,12,12.68512003,19551,1681616,0.012515572712084347,15.431701154,1e-06,0,579,19551,10.48576,14984,14405,42,17.510232024,80,False,False,99.274622268,80,clone,match,743,80,33c645db40d3ef299017131af23655d0232b25ceb1cb0f6a77f5efae61478596,e34172bbfcb8c4161a9560e0d6c08b2d9779bc8f922ba13297f09259e10bff2a,add,pincminer,80,21657,80,20
504485,0.003092413,1177131,17.06225539,batch-cold-round-0,37483.195404052734,81,200.420422243,34.011158943,1213,126.682018395,22.664977853,8749,cold-step0-step1-aff-mine,166.409261748,7536,59.658159801,2.59347327,15.935152972,0.49428432,42.954419499,1,0,0,0,0,0,32407,164775,385.917464687,22022,,,1094,0,0,0,enforce,0.85,481632,207435,5377,27185,18221,6411,481632,207435,274197,2827832,1385637,80,1681616,True,32439.23656463623,0,1121,1,1,1,,,0,80,0,1094,1,12,42.954419499,19551,1681616,0.002068290471755517,45.54789276899999,1e-06,0,14984,19551,10.48576,14984,0,42,15.935152972,80,False,False,389.729470227,80,,,,,,,add,nocs,80,51878,80,20
504485,0.003074185,1177131,17.06225539,batch-cold-round-0,37483.195404052734,81,200.420422243,34.011158943,1213,126.682018395,22.664977853,8749,cold-step0-step1-aff-mine,166.409261748,7536,80.144462493,302.627526129,16.285610024,0.597584942,0,1,0,0,1,0,0,78183,78183,381.132949057,78183,,,0,0,0,0,enforce,0.85,0,0,5377,1026,18221,6411,77715,77715,0,2827832,1385637,2024,1681616,True,108422.0602645874,0,1121,1,1,1,,,0,2024,0,0,0,0,0,0,1681616,0.0038707586832047885,302.627526129,1e-06,468,0,0,10.48576,0,0,42,16.285610024,80,False,False,383.554547895,80,,,,,,,add,noaux,80,76160,2023,20
504485,0.003888691,1177131,17.06225539,batch-cold-round-0,37483.195404052734,81,200.420422243,34.011158943,1213,126.682018395,22.664977853,8749,cold-step0-step1-aff-mine,166.409261748,7536,62.613081526,375.953949331,20.965609962,0.59899592,0,1,0,0,1,0,0,78183,78183,450.369617021,78183,,,0,0,0,0,enforce,0.85,0,0,5377,1026,18221,6411,77715,77715,0,2827832,1385637,2024,1681616,True,107786.71513366699,0,1121,1,1,1,,,0,2024,0,0,0,0,0,0,1681616,0.004808640616643004,375.953949331,1e-06,468,0,0,10.48576,0,0,42,20.965609962,80,False,False,454.553108597,80,,,,,,,add,naive,80,76160,2023,20
504485,0,1177131,17.06225539,batch-cold-round-0,37483.195404052734,81,200.420422243,34.011158943,1213,126.682018395,22.664977853,8749,cold-step0-step1-aff-mine,166.409261748,7536,52.419231144,1.732365138,12.276223072,0,19.592773691,1,0,0,1,0,0,2186,10613,70.249756202,1233,,,1094,0,0,0,enforce,0.85,112610,53273,5377,5343,18221,6411,112610,53273,59337,2827832,1385637,81,1681616,True,25502.566688537598,0,1121,1,1,1,,,0,81,0,1094,1,12,19.592773691,19551,1681616,0.017295327517437144,21.325138829,1e-06,0,579,19551,10.48576,14984,14405,42,12.276223072,80,False,False,73.636633807,80,,,,,,,add,staticcorr,80,21657,80,20
